Trip ID,User ID,Destination,Departure Date,Return Date,Travel Type,Transportation Mode,Hotel Rating,Total Cost ($),Customer_Satisfaction,Satisfaction_level,Departure Month,Trip_Duration
TRIP18801,USER1138,London,2024-07-28,2024-09-05,Beach,Car,5,2281.14,1.0,Low,July,39
TRIP05651,USER4240,Tokyo,2024-06-05,2024-07-16,Family,Flight,2,1771.81,4.0,Low,June,41
TRIP11578,USER1441,Bangkok,2024-05-04,2025-02-28,Adventure,Bus,5,2261.01,10.0,High,May,300
TRIP06301,USER1238,Rome,2024-11-25,2025-01-05,Adventure,Bus,3,1891.16,2.0,Low,November,41
TRIP07662,USER3478,Dubai,2024-05-05,2024-11-30,Family,Bus,3,3675.14,1.0,Low,May,209
TRIP19714,USER5085,London,2025-01-12,2025-01-21,Business,Bus,2,750.23,9.0,High,January,9
TRIP17564,USER8319,Barcelona,2024-10-02,2024-10-22,Family,Car,3,2369.71,1.0,Low,October,20
TRIP17922,USER2957,Istanbul,2024-11-30,2024-12-18,Leisure,Car,4,4258.26,6.0,Medium,November,18
TRIP03390,USER2729,Istanbul,2024-07-30,2025-04-12,Business,Bus,3,2865.99,7.0,Medium,July,256
TRIP18585,USER4050,Sydney,2025-02-02,2025-02-10,Family,Flight,4,1762.37,5.0,Medium,February,8
TRIP01952,USER4421,Istanbul,2024-08-13,2025-03-15,Family,Bus,1,4541.49,5.0,Medium,August,214
TRIP11085,USER8447,Sydney,2025-03-03,2025-04-14,Beach,Train,2,2028.97,5.0,Medium,March,42
TRIP05914,USER1476,Paris,2024-06-22,2025-02-15,Family,Cruise,3,2371.8,7.0,Medium,June,238
TRIP13845,USER4640,Dubai,2025-03-02,2025-04-01,Leisure,Flight,1,1735.51,9.0,High,March,30
TRIP04916,USER6436,Istanbul,2025-01-08,2025-03-30,Family,Train,4,2314.28,6.0,Medium,January,81
TRIP03911,USER7631,Tokyo,2024-05-12,2025-01-29,Cultural,Flight,4,2154.39,3.0,Low,May,262
TRIP05716,USER7129,Bangkok,2024-10-19,2025-03-20,Business,Bus,5,4432.02,9.0,High,October,152
TRIP11907,USER6266,Istanbul,2024-08-06,2024-11-03,Leisure,Car,4,1087.13,5.0,Medium,August,89
TRIP12288,USER5225,Istanbul,2024-04-26,2024-09-20,Adventure,Cruise,3,1638.56,4.0,Low,April,147
TRIP02909,USER1897,Bangkok,2024-04-04,2024-07-19,Leisure,Car,5,2101.94,4.0,Low,April,106
TRIP03748,USER1927,Barcelona,2024-05-18,2024-12-09,Adventure,Flight,2,4448.23,2.0,Low,May,205
TRIP14391,USER7029,Rome,2024-12-13,2024-12-17,Family,Car,2,4501.41,9.0,High,December,4
TRIP03509,USER8013,Barcelona,2024-12-02,2025-02-17,Cultural,Flight,1,1648.37,9.0,High,December,77
TRIP07736,USER4904,Tokyo,2024-04-13,2024-12-06,Family,Car,4,501.35,8.0,High,April,237
TRIP05117,USER1550,Sydney,2024-12-14,2025-03-19,Family,Car,5,2368.29,6.0,Medium,December,95
TRIP17251,USER6521,Tokyo,2024-06-03,2024-07-11,Adventure,Cruise,4,696.69,4.0,Low,June,38
TRIP03054,USER2019,Istanbul,2024-12-20,2025-03-19,Cultural,Car,3,3758.89,6.0,Medium,December,89
TRIP15211,USER1839,Barcelona,2024-08-23,2024-09-19,Family,Cruise,2,2322.73,9.0,High,August,27
TRIP16524,USER9808,London,2024-05-31,2025-02-22,Adventure,Car,2,2477.6,10.0,High,May,267
TRIP19588,USER7603,Istanbul,2024-04-19,2024-12-22,Adventure,Bus,4,1346.3,3.0,Low,April,247
TRIP08937,USER7202,Istanbul,2024-04-18,2024-09-08,Beach,Flight,1,1979.41,8.0,High,April,143
TRIP10022,USER4054,Barcelona,2025-02-24,2025-04-02,Family,Cruise,2,4343.87,6.0,Medium,February,37
TRIP10206,USER9836,Barcelona,2025-02-14,2025-04-02,Business,Flight,5,4581.76,9.0,High,February,47
TRIP14212,USER6255,Rome,2025-01-24,2025-03-04,Beach,Car,3,2336.35,6.0,Medium,January,39
TRIP05518,USER8628,Paris,2025-01-18,2025-04-09,Leisure,Car,4,990.6,6.0,Medium,January,81
TRIP05739,USER9517,Paris,2024-08-26,2024-09-29,Family,Cruise,4,2663.35,2.0,Low,August,34
TRIP04749,USER8695,Bangkok,2024-08-28,2025-01-16,Beach,Car,5,2676.09,1.0,Low,August,141
TRIP10545,USER6784,New York,2024-07-20,2024-10-05,Business,Train,3,2233.61,9.0,High,July,77
TRIP19055,USER2512,Dubai,2024-10-02,2024-11-30,Family,Train,4,1793.18,1.0,Low,October,59
TRIP00571,USER9231,Sydney,2025-01-25,2025-04-13,Cultural,Car,5,3769.52,9.0,High,January,78
TRIP19205,USER6764,New York,2024-08-17,2024-09-09,Family,Bus,4,804.36,3.0,Low,August,23
TRIP18022,USER4524,Barcelona,2024-11-21,2025-03-17,Cultural,Flight,5,2901.86,3.0,Low,November,116
TRIP05678,USER1818,Rome,2024-12-11,2025-03-25,Family,Cruise,2,3554.75,1.0,Low,December,104
TRIP18235,USER7926,London,2024-11-20,2024-12-23,Family,Flight,2,4769.11,3.0,Low,November,33
TRIP17725,USER2231,Bangkok,2025-01-06,2025-04-09,Business,Cruise,1,3387.65,9.0,High,January,93
TRIP14149,USER1077,Barcelona,2024-12-07,2025-04-09,Beach,Cruise,3,1036.59,1.0,Low,December,123
TRIP08001,USER3570,Istanbul,2025-01-28,2025-03-15,Business,Car,4,4044.13,8.0,High,January,46
TRIP16279,USER9948,Barcelona,2024-10-25,2024-12-21,Business,Train,3,3819.36,1.0,Low,October,57
TRIP04759,USER1289,Bangkok,2024-07-01,2024-07-03,Beach,Flight,1,3950.46,10.0,High,July,2
TRIP18000,USER8999,Sydney,2025-01-06,2025-03-15,Adventure,Cruise,5,1954.28,3.0,Low,January,68
TRIP06575,USER8550,Tokyo,2024-05-31,2024-06-29,Beach,Car,2,1463.7,4.0,Low,May,29
TRIP02353,USER9665,Bangkok,2024-11-10,2024-12-02,Leisure,Train,1,504.68,10.0,High,November,22
TRIP02475,USER5344,Barcelona,2024-11-20,2025-02-18,Cultural,Train,1,4753.78,9.0,High,November,90
TRIP19468,USER7774,London,2024-10-03,2024-12-03,Cultural,Train,5,1895.46,9.0,High,October,61
TRIP09237,USER2697,Dubai,2025-02-26,2025-02-28,Family,Car,4,3283.89,5.0,Medium,February,2
TRIP19059,USER6669,Rome,2024-03-27,2024-03-27,Business,Bus,2,3951.32,6.0,Medium,March,0
TRIP02545,USER6320,Rome,2024-06-12,2025-04-02,Beach,Cruise,1,1122.48,8.0,High,June,294
TRIP01698,USER7777,Bangkok,2025-01-16,2025-03-12,Cultural,Car,3,4787.46,8.0,High,January,55
TRIP15037,USER7650,Rome,2024-06-22,2025-01-16,Family,Flight,1,1405.16,10.0,High,June,208
TRIP10141,USER5144,Sydney,2024-03-17,2024-08-14,Leisure,Flight,2,4654.7,9.0,High,March,150
TRIP05549,USER1455,London,2025-02-01,2025-02-15,Cultural,Cruise,2,1208.11,1.0,Low,February,14
TRIP05588,USER2316,Bangkok,2024-12-17,2025-03-23,Leisure,Cruise,5,3627.64,10.0,High,December,96
TRIP19750,USER5514,London,2025-03-01,2025-03-27,Adventure,Cruise,2,3299.24,2.0,Low,March,26
TRIP04495,USER1499,Sydney,2024-10-02,2025-03-30,Beach,Train,4,3925.16,6.0,Medium,October,179
TRIP09036,USER3054,Dubai,2025-02-08,2025-03-08,Cultural,Train,2,698.32,4.0,Low,February,28
TRIP10989,USER5295,London,2024-08-29,2024-11-14,Leisure,Car,1,4116.09,3.0,Low,August,77
TRIP18630,USER8381,Sydney,2024-05-04,2024-12-28,Adventure,Bus,2,4507.43,6.0,Medium,May,238
TRIP19811,USER2942,Dubai,2025-03-10,2025-04-05,Cultural,Car,3,1796.31,9.0,High,March,26
TRIP07737,USER9089,Rome,2024-06-09,2024-11-02,Leisure,Cruise,4,3367.44,1.0,Low,June,146
TRIP13145,USER3884,Rome,2024-10-10,2025-03-01,Business,Flight,2,2329.64,4.0,Low,October,142
TRIP14490,USER9651,Bangkok,2024-04-06,2024-09-14,Leisure,Train,4,2196.1,9.0,High,April,161
TRIP02634,USER3305,London,2025-01-02,2025-03-20,Cultural,Bus,4,2873.29,6.0,Medium,January,77
TRIP09298,USER1011,Istanbul,2024-03-18,2024-09-23,Leisure,Cruise,5,635.43,3.0,Low,March,189
TRIP09765,USER7820,Tokyo,2024-03-20,2024-03-21,Cultural,Bus,3,2253.58,2.0,Low,March,1
TRIP12979,USER8130,Dubai,2024-07-24,2024-08-20,Adventure,Cruise,1,2113.77,8.0,High,July,27
TRIP05416,USER8081,Rome,2025-01-29,2025-04-04,Family,Bus,3,1146.14,2.0,Low,January,65
TRIP10985,USER9668,Bangkok,2024-11-08,2025-02-03,Adventure,Car,4,2918.69,7.0,Medium,November,87
TRIP02006,USER6536,Rome,2024-10-23,2024-12-22,Adventure,Car,4,3354.32,8.0,High,October,60
TRIP19226,USER2721,London,2024-10-16,2024-12-28,Cultural,Cruise,1,1079.51,10.0,High,October,73
TRIP03982,USER5003,Istanbul,2024-06-20,2025-03-14,Family,Car,3,2636.45,6.0,Medium,June,267
TRIP01588,USER2153,London,2024-12-26,2025-01-16,Leisure,Flight,4,3404.02,10.0,High,December,21
TRIP01596,USER6890,Paris,2024-05-24,2024-11-24,Family,Flight,4,2001.37,3.0,Low,May,184
TRIP01533,USER8012,Rome,2025-02-20,2025-02-27,Business,Flight,4,1198.14,2.0,Low,February,7
TRIP07962,USER4683,Paris,2024-08-30,2025-03-05,Cultural,Flight,3,2706.22,7.0,Medium,August,187
TRIP01630,USER1253,Barcelona,2024-10-08,2025-02-17,Beach,Cruise,2,1766.11,7.0,Medium,October,132
TRIP00494,USER6541,Tokyo,2024-09-09,2024-11-26,Beach,Train,2,4153.26,5.0,Medium,September,78
TRIP03964,USER5991,London,2024-08-10,2024-11-15,Leisure,Cruise,4,1808.77,1.0,Low,August,97
TRIP13927,USER9515,Barcelona,2024-11-24,2024-12-30,Beach,Car,1,4525.16,3.0,Low,November,36
TRIP13531,USER3313,Barcelona,2024-08-14,2024-11-28,Cultural,Train,5,1948.88,8.0,High,August,106
TRIP04487,USER5542,Sydney,2024-05-15,2024-10-21,Business,Train,2,3983.34,9.0,High,May,159
TRIP01341,USER1893,Dubai,2024-05-15,2024-09-21,Adventure,Cruise,1,1466.02,7.0,Medium,May,129
TRIP05468,USER8271,London,2024-09-19,2025-03-28,Family,Cruise,2,594.32,3.0,Low,September,190
TRIP14407,USER6310,Bangkok,2024-04-25,2024-05-13,Adventure,Train,1,1372.4,5.0,Medium,April,18
TRIP14322,USER5742,Paris,2024-10-18,2025-03-28,Beach,Bus,5,2429.65,3.0,Low,October,161
TRIP16670,USER9986,Sydney,2024-07-14,2024-12-21,Beach,Car,2,1112.56,4.0,Low,July,160
TRIP10711,USER5520,Paris,2024-09-05,2024-11-22,Beach,Train,4,3364.2,1.0,Low,September,78
TRIP05106,USER8735,London,2024-11-25,2025-02-21,Adventure,Bus,2,3060.8,2.0,Low,November,88
TRIP03614,USER8962,Barcelona,2024-11-16,2025-01-04,Adventure,Cruise,2,4126.03,9.0,High,November,49
TRIP12618,USER2987,Sydney,2025-03-08,2025-04-10,Adventure,Flight,5,3090.83,4.0,Low,March,33
TRIP13109,USER4007,Istanbul,2024-10-26,2024-12-18,Business,Train,2,529.14,4.0,Low,October,53
TRIP18993,USER4511,Dubai,2025-01-08,2025-04-12,Beach,Car,2,2952.22,4.0,Low,January,94
TRIP02338,USER8417,Sydney,2024-08-18,2025-03-22,Business,Car,4,3866.98,4.0,Low,August,216
TRIP16511,USER4305,London,2024-07-08,2025-01-17,Business,Cruise,5,1458.82,8.0,High,July,193
TRIP00408,USER7994,London,2024-04-17,2024-05-18,Leisure,Train,1,3811.57,1.0,Low,April,31
TRIP00220,USER6702,Tokyo,2025-02-28,2025-03-20,Cultural,Train,2,639.62,1.0,Low,February,20
TRIP04160,USER9458,Istanbul,2024-12-16,2025-01-30,Beach,Train,2,4138.1,1.0,Low,December,45
TRIP05881,USER1307,Dubai,2024-09-14,2025-01-08,Adventure,Bus,1,4081.63,10.0,High,September,116
TRIP10792,USER6376,Dubai,2024-06-01,2025-01-20,Cultural,Bus,2,1731.1,7.0,Medium,June,233
TRIP15450,USER4991,Rome,2024-12-05,2025-03-09,Business,Flight,3,3776.26,8.0,High,December,94
TRIP12147,USER9314,Bangkok,2024-03-20,2024-10-28,Cultural,Bus,4,3942.74,8.0,High,March,222
TRIP02053,USER4875,New York,2025-02-04,2025-03-23,Adventure,Cruise,4,3341.64,6.0,Medium,February,47
TRIP01031,USER9440,Dubai,2024-10-04,2024-10-10,Leisure,Car,5,4345.42,7.0,Medium,October,6
TRIP19844,USER8338,Istanbul,2025-03-14,2025-04-09,Business,Car,4,2348.77,3.0,Low,March,26
TRIP08757,USER3298,Istanbul,2025-01-02,2025-02-28,Adventure,Car,1,4694.82,2.0,Low,January,57
TRIP17902,USER5368,London,2024-10-30,2025-03-28,Beach,Train,2,2724.64,2.0,Low,October,149
TRIP00267,USER1450,Tokyo,2024-09-28,2025-02-11,Leisure,Flight,3,3877.81,5.0,Medium,September,136
TRIP13230,USER6838,Rome,2024-04-20,2024-11-17,Beach,Cruise,4,2864.26,6.0,Medium,April,211
TRIP10125,USER3038,Rome,2024-09-25,2025-01-09,Leisure,Train,3,2780.38,2.0,Low,September,106
TRIP19163,USER2633,Barcelona,2024-08-16,2024-10-04,Leisure,Bus,1,1704.33,1.0,Low,August,49
TRIP03861,USER6636,Rome,2024-10-24,2024-11-05,Cultural,Bus,5,2523.16,7.0,Medium,October,12
TRIP15230,USER8659,Tokyo,2024-08-25,2024-09-12,Cultural,Train,1,3019.78,8.0,High,August,18
TRIP07357,USER4584,New York,2024-05-05,2024-08-19,Beach,Train,4,4159.71,10.0,High,May,106
TRIP11180,USER9313,Bangkok,2024-05-13,2025-03-06,Adventure,Car,1,2739.57,7.0,Medium,May,297
TRIP15360,USER1211,New York,2025-01-20,2025-01-28,Business,Cruise,1,1000.05,6.0,Medium,January,8
TRIP02765,USER7721,Sydney,2024-04-20,2024-08-12,Family,Cruise,4,2340.93,9.0,High,April,114
TRIP04709,USER2888,Istanbul,2025-01-04,2025-03-14,Cultural,Car,2,1758.17,9.0,High,January,69
TRIP09051,USER1006,Dubai,2024-03-20,2025-03-30,Family,Flight,1,2208.29,6.0,Medium,March,375
TRIP01274,USER2068,Rome,2024-05-04,2024-05-24,Family,Flight,2,3584.78,1.0,Low,May,20
TRIP18451,USER7513,London,2024-03-22,2024-09-27,Beach,Car,5,2610.69,10.0,High,March,189
TRIP03616,USER2503,Barcelona,2024-06-07,2025-01-15,Family,Flight,5,3672.27,9.0,High,June,222
TRIP07001,USER7442,Istanbul,2025-03-12,2025-03-21,Business,Cruise,1,2761.88,10.0,High,March,9
TRIP12729,USER1009,Rome,2024-12-15,2025-02-04,Beach,Train,3,2729.63,4.0,Low,December,51
TRIP09798,USER4190,Rome,2024-11-08,2025-01-03,Leisure,Flight,4,3774.58,10.0,High,November,56
TRIP08086,USER1935,Sydney,2025-01-18,2025-04-14,Cultural,Flight,1,3137.91,1.0,Low,January,86
TRIP04807,USER2144,Dubai,2024-09-18,2025-04-05,Beach,Car,4,4994.54,8.0,High,September,199
TRIP13479,USER6563,Tokyo,2024-11-10,2025-03-27,Business,Cruise,4,3140.9,2.0,Low,November,137
TRIP01681,USER2010,Barcelona,2024-04-14,2024-05-18,Business,Cruise,1,942.61,10.0,High,April,34
TRIP09957,USER7678,Paris,2024-05-09,2024-07-21,Cultural,Flight,1,1675.65,10.0,High,May,73
TRIP16654,USER5540,Paris,2024-05-03,2024-12-24,Leisure,Flight,2,1553.45,5.0,Medium,May,235
TRIP16718,USER6516,Paris,2024-03-27,2024-09-22,Leisure,Car,1,2755.91,6.0,Medium,March,179
TRIP13642,USER2806,Rome,2024-05-30,2024-12-04,Cultural,Car,1,2966.66,10.0,High,May,188
TRIP08763,USER8416,Paris,2024-12-18,2025-02-12,Adventure,Train,1,1198.3,4.0,Low,December,56
TRIP16598,USER3143,Tokyo,2024-09-05,2025-03-23,Cultural,Train,4,3089.31,5.0,Medium,September,199
TRIP16242,USER8561,Paris,2024-11-02,2024-12-31,Cultural,Cruise,3,3978.13,4.0,Low,November,59
TRIP15382,USER8307,Sydney,2024-07-09,2024-07-19,Beach,Car,1,2465.04,5.0,Medium,July,10
TRIP13402,USER9634,Paris,2024-07-25,2024-09-27,Family,Cruise,3,2092.04,4.0,Low,July,64
TRIP03867,USER3996,Paris,2024-06-30,2024-09-29,Cultural,Bus,4,1205.49,9.0,High,June,91
TRIP06818,USER2894,Barcelona,2024-08-22,2024-09-12,Cultural,Bus,4,4162.93,8.0,High,August,21
TRIP10152,USER4538,Sydney,2024-04-02,2024-12-04,Leisure,Train,1,767.62,5.0,Medium,April,246
TRIP04752,USER3365,Istanbul,2024-04-20,2024-11-11,Leisure,Cruise,5,4746.29,5.0,Medium,April,205
TRIP08924,USER5380,London,2024-10-01,2025-02-04,Cultural,Car,3,3870.16,7.0,Medium,October,126
TRIP10906,USER9886,London,2024-06-03,2024-09-26,Cultural,Train,3,1134.17,4.0,Low,June,115
TRIP05493,USER1129,Paris,2024-12-27,2025-02-22,Beach,Bus,1,2848.5,3.0,Low,December,57
TRIP19355,USER1770,Barcelona,2024-06-01,2024-10-09,Beach,Cruise,1,3869.46,8.0,High,June,130
TRIP05755,USER7561,Bangkok,2024-08-04,2024-09-10,Adventure,Cruise,5,2552.19,4.0,Low,August,37
TRIP11328,USER6267,London,2025-03-08,2025-04-15,Cultural,Cruise,1,1064.62,2.0,Low,March,38
TRIP11419,USER9590,New York,2024-05-12,2024-06-14,Beach,Car,5,4967.85,1.0,Low,May,33
TRIP08846,USER1109,Rome,2024-06-17,2025-02-08,Family,Train,2,3564.55,5.0,Medium,June,236
TRIP07233,USER7722,Paris,2024-09-21,2025-01-08,Leisure,Bus,2,2141.53,10.0,High,September,109
TRIP14925,USER6517,Barcelona,2024-09-06,2025-03-26,Family,Train,3,3421.46,8.0,High,September,201
TRIP00761,USER6791,Istanbul,2024-10-31,2025-03-16,Leisure,Car,4,1684.57,9.0,High,October,136
TRIP08590,USER1943,Tokyo,2025-01-25,2025-01-27,Adventure,Flight,3,931.03,1.0,Low,January,2
TRIP07068,USER6790,Sydney,2024-07-01,2024-07-05,Family,Train,2,3761.29,5.0,Medium,July,4
TRIP16790,USER1606,Tokyo,2024-05-05,2024-06-24,Leisure,Flight,2,3889.19,10.0,High,May,50
TRIP14422,USER5423,Sydney,2024-08-22,2024-12-31,Family,Bus,1,4750.33,4.0,Low,August,131
TRIP03624,USER5932,London,2025-03-14,2025-03-18,Adventure,Bus,4,3046.72,1.0,Low,March,4
TRIP14715,USER7785,Dubai,2024-06-28,2024-08-10,Leisure,Bus,1,1924.82,7.0,Medium,June,43
TRIP09265,USER3133,Bangkok,2025-01-27,2025-03-06,Beach,Flight,4,2667.3,2.0,Low,January,38
TRIP19906,USER4112,Paris,2024-09-24,2024-11-06,Adventure,Flight,3,1418.93,4.0,Low,September,43
TRIP06269,USER8736,Sydney,2025-03-03,2025-03-18,Beach,Car,1,1218.16,9.0,High,March,15
TRIP10939,USER2620,Sydney,2024-09-06,2024-10-02,Family,Cruise,4,3406.96,6.0,Medium,September,26
TRIP07931,USER1371,New York,2024-12-07,2025-01-12,Adventure,Train,2,4501.44,7.0,Medium,December,36
TRIP06795,USER8923,New York,2024-12-14,2025-01-11,Cultural,Cruise,3,3204.38,4.0,Low,December,28
TRIP05670,USER7146,Bangkok,2024-12-15,2025-01-14,Cultural,Bus,5,2116.4,10.0,High,December,30
TRIP09690,USER8040,New York,2025-01-17,2025-01-21,Cultural,Train,4,4418.8,10.0,High,January,4
TRIP00900,USER4483,Sydney,2024-07-25,2024-12-04,Beach,Bus,4,3112.7,9.0,High,July,132
TRIP19047,USER7922,Bangkok,2024-11-02,2025-01-21,Business,Car,1,4113.31,5.0,Medium,November,80
TRIP08568,USER1600,New York,2024-06-19,2025-04-10,Family,Train,3,3340.97,1.0,Low,June,295
TRIP13677,USER7379,Dubai,2024-09-08,2024-10-17,Family,Car,1,2981.92,1.0,Low,September,39
TRIP01236,USER4327,Dubai,2024-09-15,2025-03-25,Beach,Train,2,4503.42,2.0,Low,September,191
TRIP13584,USER2069,Barcelona,2025-02-16,2025-03-13,Business,Cruise,2,928.33,8.0,High,February,25
TRIP12617,USER7582,Paris,2024-07-10,2025-02-09,Adventure,Bus,3,4308.48,4.0,Low,July,214
TRIP03361,USER2621,Paris,2024-12-07,2024-12-16,Leisure,Cruise,4,1773.57,2.0,Low,December,9
TRIP04799,USER2956,Barcelona,2025-03-13,2025-03-28,Beach,Flight,3,1972.47,4.0,Low,March,15
TRIP03652,USER7435,Sydney,2024-08-09,2024-09-22,Cultural,Bus,2,1929.77,6.0,Medium,August,44
TRIP11443,USER8585,Dubai,2024-09-16,2024-12-31,Leisure,Car,3,1705.33,4.0,Low,September,106
TRIP11396,USER9890,Dubai,2024-08-30,2025-03-02,Beach,Train,1,1810.89,1.0,Low,August,184
TRIP07413,USER8816,Istanbul,2024-09-11,2025-03-01,Family,Flight,5,4337.12,3.0,Low,September,171
TRIP07397,USER2605,New York,2024-12-21,2025-01-09,Beach,Bus,2,1508.49,3.0,Low,December,19
TRIP06413,USER6163,Istanbul,2025-01-25,2025-01-28,Cultural,Car,1,2810.54,10.0,High,January,3
TRIP14067,USER6172,Sydney,2024-12-26,2025-01-01,Business,Flight,2,3011.41,1.0,Low,December,6
TRIP04906,USER5161,Dubai,2024-11-24,2024-12-17,Cultural,Bus,2,1528.26,2.0,Low,November,23
TRIP18148,USER8172,Rome,2025-01-21,2025-02-14,Leisure,Car,3,4406.3,3.0,Low,January,24
TRIP19653,USER1878,Istanbul,2024-10-10,2025-02-11,Adventure,Cruise,3,2218.63,2.0,Low,October,124
TRIP16093,USER3459,London,2024-05-15,2024-06-24,Cultural,Flight,4,1896.83,10.0,High,May,40
TRIP02241,USER7543,Istanbul,2024-10-02,2025-02-28,Adventure,Train,5,2677.26,9.0,High,October,149
TRIP04723,USER4421,Istanbul,2024-05-18,2024-09-05,Leisure,Car,3,4958.3,10.0,High,May,110
TRIP16666,USER8266,Rome,2024-06-05,2025-01-27,Beach,Train,2,2790.64,5.0,Medium,June,236
TRIP03830,USER7574,New York,2024-10-22,2024-11-29,Beach,Cruise,5,708.87,3.0,Low,October,38
TRIP02246,USER2303,Bangkok,2024-12-21,2025-04-10,Business,Car,5,3739.02,1.0,Low,December,110
TRIP19381,USER6366,Barcelona,2024-09-15,2025-03-03,Beach,Car,5,3307.67,6.0,Medium,September,169
TRIP00951,USER9978,Barcelona,2024-10-12,2024-11-11,Adventure,Bus,3,2260.41,4.0,Low,October,30
TRIP01285,USER3980,Istanbul,2024-11-24,2024-12-04,Beach,Car,5,1868.09,4.0,Low,November,10
TRIP04505,USER7710,New York,2025-02-02,2025-02-10,Business,Train,2,2922.32,1.0,Low,February,8
TRIP06887,USER8544,Paris,2024-04-30,2024-06-05,Leisure,Bus,4,3088.69,3.0,Low,April,36
TRIP19153,USER5103,New York,2024-08-25,2024-09-16,Business,Bus,1,2468.48,5.0,Medium,August,22
TRIP11165,USER8666,Sydney,2025-01-27,2025-04-10,Beach,Bus,2,4126.21,1.0,Low,January,73
TRIP07020,USER7948,Rome,2025-02-06,2025-03-13,Family,Train,5,4650.46,4.0,Low,February,35
TRIP17219,USER1759,Rome,2025-02-19,2025-03-31,Family,Flight,1,1230.9,1.0,Low,February,40
TRIP18791,USER8465,Paris,2024-05-07,2024-07-02,Beach,Flight,3,988.52,4.0,Low,May,56
TRIP08776,USER3678,Bangkok,2024-07-17,2025-03-19,Adventure,Bus,1,829.28,8.0,High,July,245
TRIP19773,USER2227,London,2025-01-14,2025-03-17,Business,Flight,3,2044.88,7.0,Medium,January,62
TRIP13813,USER4693,Barcelona,2025-01-22,2025-04-10,Leisure,Cruise,3,1129.05,3.0,Low,January,78
TRIP16079,USER7177,Paris,2024-08-18,2024-09-03,Cultural,Flight,4,784.4,6.0,Medium,August,16
TRIP11486,USER1604,Sydney,2024-05-18,2024-06-06,Business,Car,5,4024.08,4.0,Low,May,19
TRIP11466,USER8093,Bangkok,2024-08-05,2025-04-05,Cultural,Car,1,2064.95,7.0,Medium,August,243
TRIP09532,USER4137,Bangkok,2024-08-31,2024-10-23,Leisure,Bus,4,2571.39,1.0,Low,August,53
TRIP16433,USER2130,Tokyo,2025-02-14,2025-04-08,Adventure,Cruise,5,2636.98,6.0,Medium,February,53
TRIP02812,USER2206,Bangkok,2024-06-26,2024-10-15,Adventure,Flight,3,566.7,4.0,Low,June,111
TRIP04948,USER6593,Sydney,2024-10-28,2025-01-28,Leisure,Flight,5,2283.21,2.0,Low,October,92
TRIP01191,USER5077,Paris,2024-11-07,2025-01-31,Cultural,Flight,4,3065.02,6.0,Medium,November,85
TRIP15120,USER1688,Tokyo,2024-08-10,2025-04-02,Leisure,Cruise,3,4391.8,3.0,Low,August,235
TRIP07823,USER5759,Sydney,2024-12-03,2025-03-15,Cultural,Flight,3,3448.32,5.0,Medium,December,102
TRIP12551,USER3607,Dubai,2025-03-12,2025-03-20,Cultural,Train,3,2537.95,5.0,Medium,March,8
TRIP06664,USER9889,Dubai,2024-05-16,2024-10-10,Beach,Car,3,4076.13,3.0,Low,May,147
TRIP05474,USER5741,Rome,2024-12-23,2025-02-21,Family,Car,2,1343.34,9.0,High,December,60
TRIP03522,USER7606,Istanbul,2024-11-25,2024-12-14,Family,Flight,1,1903.17,1.0,Low,November,19
TRIP06182,USER9122,London,2025-02-20,2025-03-31,Cultural,Car,3,4687.03,4.0,Low,February,39
TRIP01472,USER2879,Dubai,2024-12-08,2025-03-11,Leisure,Bus,3,4598.5,4.0,Low,December,93
TRIP06239,USER6833,Sydney,2024-08-20,2024-11-13,Business,Bus,4,4353.56,4.0,Low,August,85
TRIP13100,USER4727,Dubai,2024-03-19,2024-09-09,Cultural,Bus,1,1631.27,2.0,Low,March,174
TRIP05410,USER9772,Bangkok,2024-06-03,2025-03-20,Leisure,Car,3,3319.6,3.0,Low,June,290
TRIP09252,USER9722,Dubai,2024-05-11,2024-07-06,Adventure,Car,3,2059.63,3.0,Low,May,56
TRIP15840,USER7889,Paris,2024-06-24,2024-12-18,Adventure,Car,4,4590.47,6.0,Medium,June,177
TRIP13571,USER9259,Paris,2024-06-25,2024-09-20,Leisure,Cruise,4,1518.73,6.0,Medium,June,87
TRIP12731,USER7728,Barcelona,2024-06-13,2024-12-06,Beach,Car,5,2496.08,5.0,Medium,June,176
TRIP12490,USER5277,Barcelona,2024-07-25,2025-03-28,Business,Bus,4,4166.09,10.0,High,July,246
TRIP01599,USER8693,London,2025-02-07,2025-03-02,Adventure,Flight,1,3496.91,1.0,Low,February,23
TRIP01407,USER8245,Barcelona,2024-05-09,2024-07-16,Leisure,Train,2,725.55,7.0,Medium,May,68
TRIP17597,USER1228,Dubai,2024-03-17,2024-05-23,Beach,Bus,4,1843.14,4.0,Low,March,67
TRIP10563,USER6695,Dubai,2024-05-29,2024-07-25,Leisure,Flight,4,2654.05,8.0,High,May,57
TRIP03923,USER5356,Tokyo,2024-07-25,2025-03-26,Cultural,Cruise,1,2763.48,2.0,Low,July,244
TRIP19545,USER8065,Sydney,2024-07-11,2025-02-14,Business,Train,1,2953.07,8.0,High,July,218
TRIP16483,USER2839,Sydney,2025-02-07,2025-03-18,Leisure,Flight,2,3752.4,10.0,High,February,39
TRIP13672,USER1646,Bangkok,2025-01-19,2025-03-14,Family,Train,4,2372.9,9.0,High,January,54
